選區,政黨,候選人,FB,wikidata id,Line,IG,登記日期
臺南市第六選舉區,民主進步黨,王定宇,https://www.facebook.com/wdy19690305/,Q709508,,,
臺南市第六選舉區,安定力量,李晉豪,https://www.facebook.com/%E5%AE%89%E5%AE%9A%E5%8A%9B%E9%87%8F%E6%9D%8E%E6%99%89%E8%B1%AA%E5%8F%B0%E5%8D%97%E5%B8%82%E7%AB%8B%E5%A7%94%E7%AC%AC%E5%85%AD%E9%81%B8%E5%8D%80%E5%8F%83%E9%81%B8%E4%BA%BA-104221457604951/,,,,
臺南市第六選舉區,台灣維新,翁語含,,,,,2019/11/18
高雄市第一選舉區,中國國民黨,王齡嬌,https://www.facebook.com/%E7%8E%8B%E9%BD%A1%E5%AC%8C%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E5%8F%83%E9%81%B8%E4%BA%BA-1404177053057784/,Q67934543,,,
高雄市第一選舉區,民主進步黨,邱議瑩,https://www.facebook.com/denjen2020/,Q8347775,,,2019/11/18
高雄市第一選舉區,台灣民眾黨,羅鼎城,https://www.facebook.com/LoTingCheng/,,,,
高雄市第一選舉區,無黨籍,黃綉晶,https://www.facebook.com/%E5%B9%B8%E7%A6%8F%E5%B1%B1%E5%9F%8E-%E7%B9%81%E6%A6%AE%E5%85%B1%E5%A5%BD-%E9%BB%83%E7%B6%89%E6%99%B6-1275603662602751/,,,,
高雄市第二選舉區,中國國民黨,黃韻涵,https://www.facebook.com/huangyunhan73/,Q67936232,,,
高雄市第二選舉區,民主進步黨,邱志偉,https://www.facebook.com/%E9%82%B1%E5%BF%97%E5%81%89-1588286501409955/,Q8347718,,,
高雄市第三選舉區,中國國民黨,黃昭順,https://www.facebook.com/KHshun/,Q8270063,,,2019/11/18
高雄市第三選舉區,民主進步黨,劉世芳,https://www.facebook.com/2016newpower/,Q6653712,,,
高雄市第三選舉區,台灣民眾黨,莊貽量,https://www.facebook.com/e363888/,,,,
高雄市第三選舉區,國會政黨聯盟,鄭品娟,https://www.facebook.com/%E9%84%AD%E5%93%81%E5%A8%9F-%E7%82%BA%E5%8F%B0%E7%81%A3%E5%A5%BD-367372507439404/,,,,2019/11/18
高雄市第三選舉區,無黨籍,郭新政,https://www.facebook.com/hckuo888/,,,,2019/11/18
高雄市第三選舉區,無黨籍,蘇博廷,https://www.facebook.com/ROCPOTINGSU/,,,,2019/11/18
高雄市第三選舉區,宗教聯盟,李郭秋蘭,,,,,2019/11/18
高雄市第三選舉區,無黨籍,湯金全,,,,,2019/11/18
高雄市第四選舉區,中國國民黨,徐慶煌,https://www.facebook.com/bigmony.goodlife/,Q67936231,,,
高雄市第四選舉區,民主進步黨,林岱樺,https://www.facebook.com/LinDaiHua/,Q8349768,,,
高雄市第四選舉區,無黨籍,周凱崙,https://www.facebook.com/salesALUN/,,,,
高雄市第四選舉區,台灣維新,黃兆呈,https://www.facebook.com/%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E5%8F%83%E9%81%B8%E4%BA%BA%E9%BB%83%E5%85%86%E5%91%88-103958804286330/,,,,2019/11/18
高雄市第五選舉區,中國國民黨,黃柏霖,https://www.facebook.com/polin66666/,Q8274108,,,2019/11/18
高雄市第五選舉區,民主進步黨,李昆澤,https://www.facebook.com/power2tw/,Q8349723,,,
高雄市第五選舉區,台灣民眾黨,李佳玲,https://www.facebook.com/KHCTPP/,,,,
高雄市第六選舉區,中國國民黨,陳美雅,https://www.facebook.com/meiya5881555/,Q21449528,,,
高雄市第六選舉區,民主進步黨,趙天麟,https://www.facebook.com/skychao6238/,Q8347665,,,
高雄市第六選舉區,國會政黨聯盟,李鎔任,https://www.facebook.com/%E6%9D%8E%E9%8E%94%E4%BB%BB-2118046635101730/,,,,
高雄市第六選舉區,台灣維新,李建輝,https://www.facebook.com/lichienhui/,,,,
高雄市第六選舉區,無黨籍,吳佩蓉,https://www.facebook.com/pjw.kaohsiung100/,,,,
高雄市第七選舉區,中國國民黨,李雅靜,https://www.facebook.com/fiorina1224/,Q47691457,,,
高雄市第七選舉區,民主進步黨,許智傑,https://www.facebook.com/leer0105/,Q8349077,,,
高雄市第七選舉區,時代力量,陳惠敏,https://www.facebook.com/huiminkh/,Q66809788,,,2019/11/18
高雄市第七選舉區,親民黨,秦詩雁,https://www.facebook.com/%E7%A7%A6%E8%A9%A9%E9%9B%81-105520664202332/,,,,2019/11/18
高雄市第七選舉區,無黨籍,葉鳳強,,,,,2019/11/18
高雄市第八選舉區,中國國民黨,陳麗娜,https://www.facebook.com/Lina100gogo/,Q67934439,,,
高雄市第八選舉區,民主進步黨,賴瑞隆,https://www.facebook.com/zenolai2/,Q19825797,,,
高雄市第八選舉區,台灣民眾黨,敖博勝,https://www.facebook.com/aouby1976/,,,,
基隆市選舉區,中國國民黨,宋瑋莉,https://www.facebook.com/sungweili729/,Q21652185,,,
基隆市選舉區,民主進步黨,蔡適應,https://www.facebook.com/keelungING/,Q8347638,,,
基隆市選舉區,國會政黨聯盟,楊石城,https://www.facebook.com/keelungShicheng/,,,,
基隆市選舉區,台灣維新,陳志成,,,,,
基隆市選舉區,無黨籍,張耿輝,https://www.facebook.com/%E5%BC%B5%E8%80%BF%E8%BC%9D-319628701384131/,,,,
宜蘭縣選舉區,中國國民黨,呂國華,https://www.facebook.com/yilan20/,Q8274929,,,2019/11/18
宜蘭縣選舉區,民主進步黨,陳歐珀,https://www.facebook.com/chenoupo/,Q8347997,,,
宜蘭縣選舉區,無黨籍,孫博萮,https://www.facebook.com/FishSun.tw/,,,,
宜蘭縣選舉區,無黨籍,黃定和,https://www.facebook.com/h706277fans/,Q47689441,,,2019/11/18
新竹縣第一選舉區,中國國民黨,林為洲,https://www.facebook.com/linweijo/,Q8351569,,,
新竹縣第一選舉區,民主進步黨,周江杰,https://www.facebook.com/CCCHOUwin/,,,,
新竹縣第一選舉區,綠黨,余筱菁,https://www.facebook.com/Hakkameme.LoveTaiwan/,,,,
新竹縣第一選舉區,國會政黨聯盟,吳旭智,https://www.facebook.com/Morning.MKT/,Q22099775,,,
新竹縣第二選舉區,中國國民黨,林思銘,https://www.facebook.com/%E6%9E%97%E6%80%9D%E9%8A%98-%E5%B9%B8%E7%A6%8F%E9%A0%98%E8%88%AA-%E6%96%B0%E7%AB%B9%E5%87%BA%E7%99%BC-282048612723007/,Q67934535,,,
新竹縣第二選舉區,民主進步黨,鄭朝方,https://www.facebook.com/newchange13/,Q16259936,,,
新竹縣第二選舉區,綠黨,陳冠宇,,,,,
新竹縣第二選舉區,國會政黨聯盟,邱靖雅,https://www.facebook.com/joinus.tw/,Q18119253,,,
新竹縣第二選舉區,台灣民眾黨,林碩彥,https://www.facebook.com/zhubeipeoplesquare/,,,,
新竹縣第二選舉區,台灣基進,劉士睿,,,,,2019/11/18
新竹市選舉區,中國國民黨,鄭正鈐,https://www.facebook.com/CCCHsinchu/,Q8974428,,,
新竹市選舉區,民主進步黨,鄭宏輝,https://www.facebook.com/service.chh/,Q65052829,,,
新竹市選舉區,時代力量,高鈺婷,https://www.facebook.com/ytkao.npp/,Q65056137,,,
新竹市選舉區,國會政黨聯盟,廖蓓瑩,https://www.facebook.com/liaobeiying.cpa/,,,,
新竹市選舉區,台灣維新,曾楷耀,https://www.facebook.com/%E6%9B%BE%E6%A5%B7%E8%80%80%E6%96%B0%E7%AB%B9%E5%B8%82%E7%AB%8B%E5%A7%94%E5%8F%83%E9%81%B8%E4%BA%BA-2372978276314866/,,,,
苗栗縣第一選舉區,中國國民黨,陳超明,https://www.facebook.com/amingo1217/,Q8273248,,,
苗栗縣第一選舉區,民主進步黨,羅貴星,https://www.facebook.com/lokuehsing/,,,,
苗栗縣第一選舉區,台灣民眾黨,朱哲成,https://www.facebook.com/SocialistChu/,,,,
苗栗縣第一選舉區,無黨籍,朱英濠,,,,,
苗栗縣第二選舉區,中國國民黨,徐志榮,https://www.facebook.com/hsu0731/,Q19825322,,,
苗栗縣第二選舉區,民主進步黨,徐定禎,https://www.facebook.com/tingchen0104/,Q51885013,,,
苗栗縣第二選舉區,無黨籍,溫俊勇,https://www.facebook.com/wenchunyung/,,,,
苗栗縣第二選舉區,無黨籍,張國樑,,,,,
彰化縣第一選舉區,中國國民黨,柯呈枋,https://www.facebook.com/chckcf/,Q16336308,,,
彰化縣第一選舉區,民主進步黨,陳秀寳,https://www.facebook.com/%E9%99%B3%E7%A7%80%E5%AF%B6-2213635748884193/,,,,
彰化縣第二選舉區,中國國民黨,張瀚天,https://www.facebook.com/%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E5%80%99%E9%81%B8%E4%BA%BA%E5%BC%B5%E7%80%9A%E5%A4%A9-1804865663072596/,,,,
彰化縣第二選舉區,民主進步黨,黃秀芳,https://www.facebook.com/smilefangfang/,Q8349282,,,
彰化縣第二選舉區,無黨籍,陳杰,https://www.facebook.com/chen.jay/,Q8273219,,,
彰化縣第二選舉區,無黨籍,黃玉芬,https://www.facebook.com/%E9%BB%83%E7%8E%89%E8%8A%AC-491176550931779/,Q22100343,,,
彰化縣第三選舉區,中國國民黨,謝衣鳳,https://www.facebook.com/HsiehYifong/,,,,
彰化縣第三選舉區,民主進步黨,洪宗熠,https://www.facebook.com/Hungchunyifans/,Q19849340,,,
彰化縣第四選舉區,中國國民黨,蕭景田,https://www.facebook.com/zhanghua8382277/,Q8278155,,,
彰化縣第四選舉區,民主進步黨,陳素月,https://www.facebook.com/chengSayYes/,Q19653988,,,
彰化縣第四選舉區,安定力量,陳志傑,,,,,
南投縣第一選舉區,中國國民黨,馬文君,https://www.facebook.com/nantou.go/,Q8279858,,,
南投縣第一選舉區,民主進步黨,蔡培慧,https://www.facebook.com/ahuitsai.tw/,Q15901623,,,
南投縣第二選舉區,中國國民黨,許淑華,https://www.facebook.com/%E8%A8%B1%E6%B7%91%E8%8F%AF-130771133668155/,Q18659220,,,
南投縣第二選舉區,民主進步黨,陳癸佑,https://www.facebook.com/%E9%99%B3%E7%99%B8%E4%BD%91%E7%AB%B6%E9%81%B8%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E6%9C%8D%E5%8B%99%E5%B9%B3%E5%8F%B0-100353361352326/,Q67933730,,,
雲林縣第一選舉區,中國國民黨,張嘉郡,https://www.facebook.com/Sweet.Yunlin/,Q8279212,,,
雲林縣第一選舉區,民主進步黨,蘇治芬,https://www.facebook.com/suchihfen/,Q8350160,,,
雲林縣第一選舉區,無黨籍,陳俊龍,,,,,
雲林縣第二選舉區,中國國民黨,謝淑亞,https://www.facebook.com/ladyshuya/,Q17026259,,,
雲林縣第二選舉區,民主進步黨,劉建國,https://www.facebook.com/liucnko.fans/,Q8349646,,,
雲林縣第二選舉區,喜樂島聯盟,張永津,https://www.facebook.com/%E9%9B%B2%E6%9E%97%E8%BC%AA%E6%A4%85%E7%AB%8B%E5%A7%94%E5%BC%B5%E6%B0%B8%E6%B4%A5-120741162662437/,,,,
雲林縣第二選舉區,無黨籍,彭新銘,,,,,
嘉義縣第一選舉區,中國國民黨,王啟澧,https://www.facebook.com/OurChiayi/,,,,
嘉義縣第一選舉區,無黨籍,蔡義柏,,,,,
嘉義縣第一選舉區,民主進步黨,蔡易餘,https://www.facebook.com/chiayionefish/,Q8350388,,,2019/11/18
嘉義縣第二選舉區,中國國民黨,許能通,https://www.facebook.com/%E8%A8%B1%E8%83%BD%E9%80%9A-%E5%98%89%E7%BE%A9%E7%B8%A3%E5%B1%B1%E5%8D%80%E7%AB%8B%E5%A7%94%E5%8F%83%E9%81%B8%E4%BA%BA-1184412565034462/,,,,
嘉義縣第二選舉區,民主進步黨,陳明文,https://www.facebook.com/chenminwen/,Q5090859,,,2019/11/18
嘉義縣第二選舉區,台灣維新,王金山,https://www.facebook.com/profile.php?id=100007079044625,Q67937054,,,2019/11/18
嘉義縣第二選舉區,無黨籍,林國慶,https://www.facebook.com/%E5%98%89%E7%BE%A9%E5%9B%9D%E4%BB%94-%E6%9E%97%E5%9C%8B%E6%85%B6-153414734741543/,Q8350943,,,
嘉義縣第二選舉區,無黨籍,簡明廉,https://www.facebook.com/profile.php?id=100035983222939&fref=search&__tn__=%2Cd%2CP-R&eid=ARDK6uz0hPLkH24GZ4ADbT17Wlqq07Q_98Z1ta-CV1vOnMp4n4FPu2UcKN-ylnYq42B4T0fO9kOd1aJW,,,,2019/11/18
嘉義市選舉區,中國國民黨,傅大偉,https://www.facebook.com/fudawei0/,,,,2019/11/18
嘉義市選舉區,民主進步黨,王美惠,https://www.facebook.com/ahueimoto/,,,,
嘉義市選舉區,無黨籍,蔡永泉,https://www.facebook.com/tw0921506663/,,,,2019/11/18
嘉義市選舉區,國會政黨聯盟,郭瑞豐,,,,,
嘉義市選舉區,無黨籍,凌子楚,https://www.facebook.com/grantling0919/,Q60994224,,,
嘉義市選舉區,無黨籍,黃宏成台灣阿成世界偉人總統,https://www.facebook.com/RichGodPresident/,Q22100234,,,2019/11/18
屏東縣第一選舉區,中國國民黨,葉壽山,https://www.facebook.com/yehShouShan/,,,,2019/11/18
屏東縣第一選舉區,民主進步黨,鍾佳濱,https://www.facebook.com/cafe1965/,Q8351814,,,2019/11/18
屏東縣第一選舉區,一邊一國行動黨,潘偉龍,https://www.facebook.com/PanLegislator/,,,,2019/11/18
屏東縣第一選舉區,無黨籍,蔣月惠,https://www.facebook.com/%E8%94%A3%E6%9C%88%E6%83%A0%E7%B8%A3%E8%AD%B0%E5%93%A1%E6%9C%8D%E5%8B%99%E5%B0%88%E5%8D%80-1415047975474831/,Q55694201,,,2019/11/18
屏東縣第一選舉區,無黨籍,洪恆珠,https://www.facebook.com/HungHCconfidante/,,,,
屏東縣第二選舉區,中國國民黨,周佳琪,https://www.facebook.com/go2sister/,,,,2019/11/18
屏東縣第二選舉區,民主進步黨,莊瑞雄,https://www.facebook.com/dpp.ptbear/,Q8351019,,,
屏東縣第二選舉區,國會政黨聯盟,鄭文龍,https://www.facebook.com/%E5%B1%8F%E5%8D%97%E7%AC%AC%E4%BA%8C%E9%81%B8%E5%8D%80%E7%AB%8B%E5%A7%94%E5%8F%83%E9%81%B8%E4%BA%BA%E9%84%AD%E6%96%87%E9%BE%8D-111794480252594/,,,,2019/11/18
屏東縣第二選舉區,無黨籍,潘政治,https://www.facebook.com/%E6%94%BF%E6%B2%BB%E8%B6%85%E8%B6%8A%E6%94%BF%E6%B2%BB-%E6%BD%98%E6%94%BF%E6%B2%BB-376945843055276/,,,,
屏東縣第二選舉區,無黨籍,蘇震清,,,,,2019/11/18
臺東縣選舉區,中國國民黨,張志明,https://www.facebook.com/CMCHANG.LOVETAITUNG/,,,,
臺東縣選舉區,民主進步黨,劉櫂豪,https://www.facebook.com/ChaoHaoLiu/,Q8349660,,,2019/11/18
臺東縣選舉區,台灣民眾黨,陳允萍,https://www.facebook.com/taitungpeterchen/,,,,
花蓮縣選舉區,中國國民黨,黃啟嘉,https://www.facebook.com/chichiahualien/,,,,
花蓮縣選舉區,民主進步黨,蕭美琴,https://www.facebook.com/Bikhim/,Q700752,,,
花蓮縣選舉區,無黨籍,傅崐萁,https://www.facebook.com/Fu.KunChi/,Q8956378,,,
澎湖縣選舉區,中國國民黨,歐中慨,https://www.facebook.com/ou.chung.kai/,,,,
澎湖縣選舉區,民主進步黨,楊曜,https://www.facebook.com/%E6%A5%8A%E6%9B%9CYangyao-220796314615357/,Q8350686,,,
澎湖縣選舉區,喜樂島聯盟,呂應宏,,,,,
澎湖縣選舉區,無黨籍,陳大松,https://www.facebook.com/%E9%99%B3%E5%A4%A7%E6%9D%BE-337867649956674/,,,,
金門縣選舉區,中國國民黨,陳玉珍,https://www.facebook.com/KinmenMyLove/,Q48896684,,,
金門縣選舉區,台灣基進,洪正,https://www.facebook.com/HungCheng.TK/,Q55696852,,,
金門縣選舉區,金門高粱黨,洪志恆,,,,,
金門縣選舉區,中國生產黨,盧月香,,Q15941523,,,
金門縣選舉區,新黨,吳成典,https://www.facebook.com/welikekm/,Q8277493,,,
金門縣選舉區,無黨籍,洪和成,https://www.facebook.com/HerCheng.Hong/,,,,
連江縣選舉區,中國國民黨,陳雪生,https://www.facebook.com/matsuchenlionheart/,Q8273082,,,
連江縣選舉區,民主進步黨,李問,https://www.facebook.com/wen1949/,Q67933661,,,
連江縣選舉區,國會政黨聯盟,李克焜,https://www.facebook.com/%E6%84%9B%E5%BF%83%E9%BB%A8%E6%9D%8E%E5%85%8B%E7%84%9C-318795942254722/,,,,
連江縣選舉區,無黨籍,王長明,,,,,
平地原住民選舉區,中國國民黨,鄭天財,https://www.facebook.com/srakacaw,Q17027222,,,
平地原住民選舉區,中國國民黨,廖國棟,https://www.facebook.com/Sufin.Siluko/,Q8274398,,,2019/11/18
平地原住民選舉區,中國國民黨,黃仁,https://www.facebook.com/kincyang1/,,,,2019/11/18
平地原住民選舉區,民主進步黨,陳瑩,https://www.facebook.com/11YIG/,Q7198343,,,2019/11/18
平地原住民選舉區,無黨團結聯盟,楊進福,https://www.facebook.com/%E6%A1%83%E5%9C%92%E5%B8%82%E8%AD%B0%E5%93%A1%E6%A5%8A%E9%80%B2%E7%A6%8F%E6%9C%8D%E5%8B%99%E8%99%95-648923528523114/,,,,
平地原住民選舉區,無黨籍,高潞·以用·巴魕剌,https://www.facebook.com/kawloiyun/,Q21652173,,,
山地原住民選舉區,中國國民黨,孔文吉,https://www.facebook.com/%E5%AD%94%E6%96%87%E5%90%89-134086613358799/,Q8274261,,,
山地原住民選舉區,中國國民黨,章正輝,https://www.facebook.com/Lemaljiz.kusaza/,,,,
山地原住民選舉區,民主進步黨,伍麗華,https://www.facebook.com/SaidaiWinForUS/,,,,
山地原住民選舉區,無黨團結聯盟,高金素梅,https://www.facebook.com/giwas888/,Q697862,,,
山地原住民選舉區,無黨籍,伊斯坦大․貝雅夫․正福,https://www.facebook.com/Istanda.paingav.chengfu/,,,,
山地原住民選舉區,無黨籍,高李孟萍,,,,,
山地原住民選舉區,無黨籍,柯富國,https://www.facebook.com/%E6%9F%AF%E5%AF%8C%E5%9C%8B-%E6%9C%8D%E5%8B%99%E5%9C%98%E9%9A%8A-1494689730782076/,,,,
山地原住民選舉區,無黨籍,李玉蕙,https://www.facebook.com/Eli.Takesi/,,,,
山地原住民選舉區,無黨籍,林信義,https://www.facebook.com/WaTanDoPow/,,,,
政黨,中國國民黨,中國國民黨,https://www.facebook.com/mykmt/,Q31113,,,
政黨,民主進步黨,民主進步黨,https://www.facebook.com/dpptw/,Q903822,,,
政黨,台灣民眾黨,台灣民眾黨,https://www.facebook.com/TPPfanpage/,Q66029902,,,
政黨,國會政黨聯盟,國會政黨聯盟,https://www.facebook.com/CongressPartyAlliance/,Q60191954,,,
政黨,安定力量,安定力量,https://www.facebook.com/StabilityOfPower/,Q30948170,,,
政黨,台灣維新,台灣維新,https://www.facebook.com/TaiwanRenewalParty/,Q67934789,,,
政黨,宗教聯盟,宗教聯盟,https://www.facebook.com/InterfaithUnion/,,,,
政黨,一邊一國行動黨,一邊一國行動黨,https://www.facebook.com/TaiwanActionPartyAlliance/,Q67508263,,,
政黨,時代力量,時代力量,https://www.facebook.com/newpowerparty/,Q19825637,,,
政黨,新黨,新黨,https://www.facebook.com/%E6%96%B0%E9%BB%A8-937917829629800/,Q2284361,,,
政黨,喜樂島聯盟,喜樂島聯盟,https://www.facebook.com/%E5%96%9C%E6%A8%82%E5%B3%B6%E8%81%AF%E7%9B%9F%E7%B8%BD%E9%83%A8-341990723391739/,Q54290615,,,
政黨,台灣基進,台灣基進,https://www.facebook.com/Statebuilding.tw/,Q17500520,,,
政黨,親民黨,親民黨,https://www.facebook.com/PFPTW/,Q1442482,,,
政黨,綠黨,綠黨,https://www.facebook.com/TaiwanGreenParty/,Q713302,,,
政黨,無黨團結聯盟,無黨團結聯盟,https://www.facebook.com/npsunion/,Q718487,,,
政黨,中國生產黨,中國生產黨,,Q18228491,,,
政黨,金門高粱黨,金門高粱黨,,,,,
政黨,社會民主黨,社會民主黨,https://www.facebook.com/sdparty.tw/,Q19851397,,,
政黨,民生公益黨,民生公益黨,,,,,
政黨,台灣團結聯盟,台灣團結聯盟,https://www.facebook.com/tsu.org/,Q706834,,,
政黨,台灣民意黨,台灣民意黨,https://www.facebook.com/groups/126431814052190/,,,,
政黨,白色聯盟,白色聯盟,https://www.facebook.com/%E7%99%BD%E8%89%B2%E8%81%AF%E7%9B%9F-2591924264165121/,Q67931855,,,
政黨,歡樂無法黨,歡樂無法黨,https://www.facebook.com/CantStopThisParty.TW/,,,,
總統,民主進步黨,蔡英文,https://www.facebook.com/tsaiingwen/,,,,
總統,中國國民黨,韓國瑜,https://www.facebook.com/twherohan/?ref=br_rs,,,,